Unnamed: 0,questions,answer,type
2445,At what date did Sri Lanka attain membership in the United Nations?,12/14/1955,date
2446,When was Sri Lanka admitted to the United Nations?,12/14/1955,date
2447,At what date did Sri Lanka gain entry into the United Nations?,12/14/1955,date
2448,When did Sri Lanka become a member state of the United Nations?,12/14/1955,date
2449,give me Sri Lanka’s date of admission (dd/mm/yyyy format) into the UN,12/14/1955,date
2450,When was Sri Lanka granted UN membership?,12/14/1955,date
2451,At what date did Sri Lanka secure its place in the United Nations?,12/14/1955,date
2452,When did Sri Lanka achieve membership status within the United Nations?,12/14/1955,date
2453,At what specific date did Sri Lanka enter the United Nations?,12/14/1955,date
2454,When did Sri Lanka become part of the United Nations?,12/14/1955,date
2455,At what date did Sri Lanka receive membership in the United Nations?,12/14/1955,date
2456,When was Sri Lanka accepted as a member of the United Nations?,12/14/1955,date
2457,give me the date when Sri Lanka became a member of the UN,12/14/1955,date
2458,When did Sri Lanka obtain its United Nations membership?,12/14/1955,date
2459,what was the date when Sri Lanka acquired membership in the United Nations?,12/14/1955,date
2460,At what date did Sudan attain membership in the United Nations?,11/12/1956,date
2461,When was Sudan admitted to the United Nations?,11/12/1956,date
2462,At what date did Sudan gain entry into the United Nations?,11/12/1956,date
2463,When did Sudan become a member state of the United Nations?,11/12/1956,date
2464,give me Sudan’s date of admission (dd/mm/yyyy format) into the UN,11/12/1956,date
2465,When was Sudan granted UN membership?,11/12/1956,date
2466,At what date did Sudan secure its place in the United Nations?,11/12/1956,date
2467,When did Sudan achieve membership status within the United Nations?,11/12/1956,date
2468,At what specific date did Sudan enter the United Nations?,11/12/1956,date
2469,When did Sudan become part of the United Nations?,11/12/1956,date
2470,At what date did Sudan receive membership in the United Nations?,11/12/1956,date
2471,When was Sudan accepted as a member of the United Nations?,11/12/1956,date
2472,give me the date when Sudan became a member of the UN,11/12/1956,date
2473,When did Sudan obtain its United Nations membership?,11/12/1956,date
2474,what was the date when Sudan acquired membership in the United Nations?,11/12/1956,date
2475,At what date did Suriname attain membership in the United Nations?,12/04/1975,date
2476,When was Suriname admitted to the United Nations?,12/04/1975,date
2477,At what date did Suriname gain entry into the United Nations?,12/04/1975,date
2478,When did Suriname become a member state of the United Nations?,12/04/1975,date
2479,give me Suriname’s date of admission (dd/mm/yyyy format) into the UN,12/04/1975,date
2480,When was Suriname granted UN membership?,12/04/1975,date
2481,At what date did Suriname secure its place in the United Nations?,12/04/1975,date
2482,When did Suriname achieve membership status within the United Nations?,12/04/1975,date
2483,At what specific date did Suriname enter the United Nations?,12/04/1975,date
2484,When did Suriname become part of the United Nations?,12/04/1975,date
2485,At what date did Suriname receive membership in the United Nations?,12/04/1975,date
2486,When was Suriname accepted as a member of the United Nations?,12/04/1975,date
2487,give me the date when Suriname became a member of the UN,12/04/1975,date
2488,When did Suriname obtain its United Nations membership?,12/04/1975,date
2489,what was the date when Suriname acquired membership in the United Nations?,12/04/1975,date
2490,At what date did Sweden attain membership in the United Nations?,11/19/1946,date
2491,When was Sweden admitted to the United Nations?,11/19/1946,date
2492,At what date did Sweden gain entry into the United Nations?,11/19/1946,date
2493,When did Sweden become a member state of the United Nations?,11/19/1946,date
2494,give me Sweden’s date of admission (dd/mm/yyyy format) into the UN,11/19/1946,date
2495,When was Sweden granted UN membership?,11/19/1946,date
2496,At what date did Sweden secure its place in the United Nations?,11/19/1946,date
2497,When did Sweden achieve membership status within the United Nations?,11/19/1946,date
2498,At what specific date did Sweden enter the United Nations?,11/19/1946,date
2499,When did Sweden become part of the United Nations?,11/19/1946,date
2500,At what date did Sweden receive membership in the United Nations?,11/19/1946,date
2501,When was Sweden accepted as a member of the United Nations?,11/19/1946,date
2502,give me the date when Sweden became a member of the UN,11/19/1946,date
2503,When did Sweden obtain its United Nations membership?,11/19/1946,date
2504,what was the date when Sweden acquired membership in the United Nations?,11/19/1946,date
2505,At what date did Switzerland attain membership in the United Nations?,09/10/2002,date
2506,When was Switzerland admitted to the United Nations?,09/10/2002,date
2507,At what date did Switzerland gain entry into the United Nations?,09/10/2002,date
2508,When did Switzerland become a member state of the United Nations?,09/10/2002,date
2509,give me Switzerland’s date of admission (dd/mm/yyyy format) into the UN,09/10/2002,date
2510,When was Switzerland granted UN membership?,09/10/2002,date
2511,At what date did Switzerland secure its place in the United Nations?,09/10/2002,date
2512,When did Switzerland achieve membership status within the United Nations?,09/10/2002,date
2513,At what specific date did Switzerland enter the United Nations?,09/10/2002,date
2514,When did Switzerland become part of the United Nations?,09/10/2002,date
2515,At what date did Switzerland receive membership in the United Nations?,09/10/2002,date
2516,When was Switzerland accepted as a member of the United Nations?,09/10/2002,date
2517,give me the date when Switzerland became a member of the UN,09/10/2002,date
2518,When did Switzerland obtain its United Nations membership?,09/10/2002,date
2519,what was the date when Switzerland acquired membership in the United Nations?,09/10/2002,date
2520,At what date did Syrian Arab Republic attain membership in the United Nations?,10/24/1945,date
2521,When was Syrian Arab Republic admitted to the United Nations?,10/24/1945,date
2522,At what date did Syrian Arab Republic gain entry into the United Nations?,10/24/1945,date
2523,When did Syrian Arab Republic become a member state of the United Nations?,10/24/1945,date
2524,give me Syrian Arab Republic’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2525,When was Syrian Arab Republic granted UN membership?,10/24/1945,date
2526,At what date did Syrian Arab Republic secure its place in the United Nations?,10/24/1945,date
2527,When did Syrian Arab Republic achieve membership status within the United Nations?,10/24/1945,date
2528,At what specific date did Syrian Arab Republic enter the United Nations?,10/24/1945,date
2529,When did Syrian Arab Republic become part of the United Nations?,10/24/1945,date
2530,At what date did Syrian Arab Republic receive membership in the United Nations?,10/24/1945,date
2531,When was Syrian Arab Republic accepted as a member of the United Nations?,10/24/1945,date
2532,give me the date when Syrian Arab Republic became a member of the UN,10/24/1945,date
2533,When did Syrian Arab Republic obtain its United Nations membership?,10/24/1945,date
2534,what was the date when Syrian Arab Republic acquired membership in the United Nations?,10/24/1945,date
2535,At what date did Tajikistan attain membership in the United Nations?,03/02/1992,date
2536,When was Tajikistan admitted to the United Nations?,03/02/1992,date
2537,At what date did Tajikistan gain entry into the United Nations?,03/02/1992,date
2538,When did Tajikistan become a member state of the United Nations?,03/02/1992,date
2539,give me Tajikistan’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date
2540,When was Tajikistan granted UN membership?,03/02/1992,date
2541,At what date did Tajikistan secure its place in the United Nations?,03/02/1992,date
2542,When did Tajikistan achieve membership status within the United Nations?,03/02/1992,date
2543,At what specific date did Tajikistan enter the United Nations?,03/02/1992,date
2544,When did Tajikistan become part of the United Nations?,03/02/1992,date
2545,At what date did Tajikistan receive membership in the United Nations?,03/02/1992,date
2546,When was Tajikistan accepted as a member of the United Nations?,03/02/1992,date
2547,give me the date when Tajikistan became a member of the UN,03/02/1992,date
2548,When did Tajikistan obtain its United Nations membership?,03/02/1992,date
2549,what was the date when Tajikistan acquired membership in the United Nations?,03/02/1992,date
2550,At what date did Thailand attain membership in the United Nations?,12/16/1946,date
2551,When was Thailand admitted to the United Nations?,12/16/1946,date
2552,At what date did Thailand gain entry into the United Nations?,12/16/1946,date
2553,When did Thailand become a member state of the United Nations?,12/16/1946,date
2554,give me Thailand’s date of admission (dd/mm/yyyy format) into the UN,12/16/1946,date
2555,When was Thailand granted UN membership?,12/16/1946,date
2556,At what date did Thailand secure its place in the United Nations?,12/16/1946,date
2557,When did Thailand achieve membership status within the United Nations?,12/16/1946,date
2558,At what specific date did Thailand enter the United Nations?,12/16/1946,date
2559,When did Thailand become part of the United Nations?,12/16/1946,date
2560,At what date did Thailand receive membership in the United Nations?,12/16/1946,date
2561,When was Thailand accepted as a member of the United Nations?,12/16/1946,date
2562,give me the date when Thailand became a member of the UN,12/16/1946,date
2563,When did Thailand obtain its United Nations membership?,12/16/1946,date
2564,what was the date when Thailand acquired membership in the United Nations?,12/16/1946,date
2565,At what date did Timor-Leste attain membership in the United Nations?,09/27/2002,date
2566,When was Timor-Leste admitted to the United Nations?,09/27/2002,date
2567,At what date did Timor-Leste gain entry into the United Nations?,09/27/2002,date
2568,When did Timor-Leste become a member state of the United Nations?,09/27/2002,date
2569,give me Timor-Leste’s date of admission (dd/mm/yyyy format) into the UN,09/27/2002,date
2570,When was Timor-Leste granted UN membership?,09/27/2002,date
2571,At what date did Timor-Leste secure its place in the United Nations?,09/27/2002,date
2572,When did Timor-Leste achieve membership status within the United Nations?,09/27/2002,date
2573,At what specific date did Timor-Leste enter the United Nations?,09/27/2002,date
2574,When did Timor-Leste become part of the United Nations?,09/27/2002,date
2575,At what date did Timor-Leste receive membership in the United Nations?,09/27/2002,date
2576,When was Timor-Leste accepted as a member of the United Nations?,09/27/2002,date
2577,give me the date when Timor-Leste became a member of the UN,09/27/2002,date
2578,When did Timor-Leste obtain its United Nations membership?,09/27/2002,date
2579,what was the date when Timor-Leste acquired membership in the United Nations?,09/27/2002,date
2580,At what date did Togo attain membership in the United Nations?,09/20/1960,date
2581,When was Togo admitted to the United Nations?,09/20/1960,date
2582,At what date did Togo gain entry into the United Nations?,09/20/1960,date
2583,When did Togo become a member state of the United Nations?,09/20/1960,date
2584,give me Togo’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date
2585,When was Togo granted UN membership?,09/20/1960,date
2586,At what date did Togo secure its place in the United Nations?,09/20/1960,date
2587,When did Togo achieve membership status within the United Nations?,09/20/1960,date
2588,At what specific date did Togo enter the United Nations?,09/20/1960,date
2589,When did Togo become part of the United Nations?,09/20/1960,date
2590,At what date did Togo receive membership in the United Nations?,09/20/1960,date
2591,When was Togo accepted as a member of the United Nations?,09/20/1960,date
2592,give me the date when Togo became a member of the UN,09/20/1960,date
2593,When did Togo obtain its United Nations membership?,09/20/1960,date
2594,what was the date when Togo acquired membership in the United Nations?,09/20/1960,date
2595,At what date did Tonga attain membership in the United Nations?,09/14/1999,date
2596,When was Tonga admitted to the United Nations?,09/14/1999,date
2597,At what date did Tonga gain entry into the United Nations?,09/14/1999,date
2598,When did Tonga become a member state of the United Nations?,09/14/1999,date
2599,give me Tonga’s date of admission (dd/mm/yyyy format) into the UN,09/14/1999,date
2600,When was Tonga granted UN membership?,09/14/1999,date
2601,At what date did Tonga secure its place in the United Nations?,09/14/1999,date
2602,When did Tonga achieve membership status within the United Nations?,09/14/1999,date
2603,At what specific date did Tonga enter the United Nations?,09/14/1999,date
2604,When did Tonga become part of the United Nations?,09/14/1999,date
2605,At what date did Tonga receive membership in the United Nations?,09/14/1999,date
2606,When was Tonga accepted as a member of the United Nations?,09/14/1999,date
2607,give me the date when Tonga became a member of the UN,09/14/1999,date
2608,When did Tonga obtain its United Nations membership?,09/14/1999,date
2609,what was the date when Tonga acquired membership in the United Nations?,09/14/1999,date
2610,At what date did Trinidad and Tobago attain membership in the United Nations?,09/18/1962,date
2611,When was Trinidad and Tobago admitted to the United Nations?,09/18/1962,date
2612,At what date did Trinidad and Tobago gain entry into the United Nations?,09/18/1962,date
2613,When did Trinidad and Tobago become a member state of the United Nations?,09/18/1962,date
2614,give me Trinidad and Tobago’s date of admission (dd/mm/yyyy format) into the UN,09/18/1962,date
2615,When was Trinidad and Tobago granted UN membership?,09/18/1962,date
2616,At what date did Trinidad and Tobago secure its place in the United Nations?,09/18/1962,date
2617,When did Trinidad and Tobago achieve membership status within the United Nations?,09/18/1962,date
2618,At what specific date did Trinidad and Tobago enter the United Nations?,09/18/1962,date
2619,When did Trinidad and Tobago become part of the United Nations?,09/18/1962,date
2620,At what date did Trinidad and Tobago receive membership in the United Nations?,09/18/1962,date
2621,When was Trinidad and Tobago accepted as a member of the United Nations?,09/18/1962,date
2622,give me the date when Trinidad and Tobago became a member of the UN,09/18/1962,date
2623,When did Trinidad and Tobago obtain its United Nations membership?,09/18/1962,date
2624,what was the date when Trinidad and Tobago acquired membership in the United Nations?,09/18/1962,date
2625,At what date did Tunisia attain membership in the United Nations?,11/12/1956,date
2626,When was Tunisia admitted to the United Nations?,11/12/1956,date
2627,At what date did Tunisia gain entry into the United Nations?,11/12/1956,date
2628,When did Tunisia become a member state of the United Nations?,11/12/1956,date
2629,give me Tunisia’s date of admission (dd/mm/yyyy format) into the UN,11/12/1956,date
2630,When was Tunisia granted UN membership?,11/12/1956,date
2631,At what date did Tunisia secure its place in the United Nations?,11/12/1956,date
2632,When did Tunisia achieve membership status within the United Nations?,11/12/1956,date
2633,At what specific date did Tunisia enter the United Nations?,11/12/1956,date
2634,When did Tunisia become part of the United Nations?,11/12/1956,date
2635,At what date did Tunisia receive membership in the United Nations?,11/12/1956,date
2636,When was Tunisia accepted as a member of the United Nations?,11/12/1956,date
2637,give me the date when Tunisia became a member of the UN,11/12/1956,date
2638,When did Tunisia obtain its United Nations membership?,11/12/1956,date
2639,what was the date when Tunisia acquired membership in the United Nations?,11/12/1956,date
2640,At what date did Türkiye attain membership in the United Nations?,10/24/1945,date
2641,When was Türkiye admitted to the United Nations?,10/24/1945,date
2642,At what date did Türkiye gain entry into the United Nations?,10/24/1945,date
2643,When did Türkiye become a member state of the United Nations?,10/24/1945,date
2644,give me Türkiye’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2645,When was Türkiye granted UN membership?,10/24/1945,date
2646,At what date did Türkiye secure its place in the United Nations?,10/24/1945,date
2647,When did Türkiye achieve membership status within the United Nations?,10/24/1945,date
2648,At what specific date did Türkiye enter the United Nations?,10/24/1945,date
2649,When did Türkiye become part of the United Nations?,10/24/1945,date
2650,At what date did Türkiye receive membership in the United Nations?,10/24/1945,date
2651,When was Türkiye accepted as a member of the United Nations?,10/24/1945,date
2652,give me the date when Türkiye became a member of the UN,10/24/1945,date
2653,When did Türkiye obtain its United Nations membership?,10/24/1945,date
2654,what was the date when Türkiye acquired membership in the United Nations?,10/24/1945,date
2655,At what date did Turkmenistan attain membership in the United Nations?,03/02/1992,date
2656,When was Turkmenistan admitted to the United Nations?,03/02/1992,date
2657,At what date did Turkmenistan gain entry into the United Nations?,03/02/1992,date
2658,When did Turkmenistan become a member state of the United Nations?,03/02/1992,date
2659,give me Turkmenistan’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date
2660,When was Turkmenistan granted UN membership?,03/02/1992,date
2661,At what date did Turkmenistan secure its place in the United Nations?,03/02/1992,date
2662,When did Turkmenistan achieve membership status within the United Nations?,03/02/1992,date
2663,At what specific date did Turkmenistan enter the United Nations?,03/02/1992,date
2664,When did Turkmenistan become part of the United Nations?,03/02/1992,date
2665,At what date did Turkmenistan receive membership in the United Nations?,03/02/1992,date
2666,When was Turkmenistan accepted as a member of the United Nations?,03/02/1992,date
2667,give me the date when Turkmenistan became a member of the UN,03/02/1992,date
2668,When did Turkmenistan obtain its United Nations membership?,03/02/1992,date
2669,what was the date when Turkmenistan acquired membership in the United Nations?,03/02/1992,date
2670,At what date did Tuvalu attain membership in the United Nations?,09/05/2000,date
2671,When was Tuvalu admitted to the United Nations?,09/05/2000,date
2672,At what date did Tuvalu gain entry into the United Nations?,09/05/2000,date
2673,When did Tuvalu become a member state of the United Nations?,09/05/2000,date
2674,give me Tuvalu’s date of admission (dd/mm/yyyy format) into the UN,09/05/2000,date
2675,When was Tuvalu granted UN membership?,09/05/2000,date
2676,At what date did Tuvalu secure its place in the United Nations?,09/05/2000,date
2677,When did Tuvalu achieve membership status within the United Nations?,09/05/2000,date
2678,At what specific date did Tuvalu enter the United Nations?,09/05/2000,date
2679,When did Tuvalu become part of the United Nations?,09/05/2000,date
2680,At what date did Tuvalu receive membership in the United Nations?,09/05/2000,date
2681,When was Tuvalu accepted as a member of the United Nations?,09/05/2000,date
2682,give me the date when Tuvalu became a member of the UN,09/05/2000,date
2683,When did Tuvalu obtain its United Nations membership?,09/05/2000,date
2684,what was the date when Tuvalu acquired membership in the United Nations?,09/05/2000,date
2685,At what date did Uganda attain membership in the United Nations?,10/25/1962,date
2686,When was Uganda admitted to the United Nations?,10/25/1962,date
2687,At what date did Uganda gain entry into the United Nations?,10/25/1962,date
2688,When did Uganda become a member state of the United Nations?,10/25/1962,date
2689,give me Uganda’s date of admission (dd/mm/yyyy format) into the UN,10/25/1962,date
2690,When was Uganda granted UN membership?,10/25/1962,date
2691,At what date did Uganda secure its place in the United Nations?,10/25/1962,date
2692,When did Uganda achieve membership status within the United Nations?,10/25/1962,date
2693,At what specific date did Uganda enter the United Nations?,10/25/1962,date
2694,When did Uganda become part of the United Nations?,10/25/1962,date
2695,At what date did Uganda receive membership in the United Nations?,10/25/1962,date
2696,When was Uganda accepted as a member of the United Nations?,10/25/1962,date
2697,give me the date when Uganda became a member of the UN,10/25/1962,date
2698,When did Uganda obtain its United Nations membership?,10/25/1962,date
2699,what was the date when Uganda acquired membership in the United Nations?,10/25/1962,date
2700,At what date did Ukraine attain membership in the United Nations?,10/24/1945,date
2701,When was Ukraine admitted to the United Nations?,10/24/1945,date
2702,At what date did Ukraine gain entry into the United Nations?,10/24/1945,date
2703,When did Ukraine become a member state of the United Nations?,10/24/1945,date
2704,give me Ukraine’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2705,When was Ukraine granted UN membership?,10/24/1945,date
2706,At what date did Ukraine secure its place in the United Nations?,10/24/1945,date
2707,When did Ukraine achieve membership status within the United Nations?,10/24/1945,date
2708,At what specific date did Ukraine enter the United Nations?,10/24/1945,date
2709,When did Ukraine become part of the United Nations?,10/24/1945,date
2710,At what date did Ukraine receive membership in the United Nations?,10/24/1945,date
2711,When was Ukraine accepted as a member of the United Nations?,10/24/1945,date
2712,give me the date when Ukraine became a member of the UN,10/24/1945,date
2713,When did Ukraine obtain its United Nations membership?,10/24/1945,date
2714,what was the date when Ukraine acquired membership in the United Nations?,10/24/1945,date
2715,At what date did United Arab Emirates attain membership in the United Nations?,12/09/1971,date
2716,When was United Arab Emirates admitted to the United Nations?,12/09/1971,date
2717,At what date did United Arab Emirates gain entry into the United Nations?,12/09/1971,date
2718,When did United Arab Emirates become a member state of the United Nations?,12/09/1971,date
2719,give me United Arab Emirates’s date of admission (dd/mm/yyyy format) into the UN,12/09/1971,date
2720,When was United Arab Emirates granted UN membership?,12/09/1971,date
2721,At what date did United Arab Emirates secure its place in the United Nations?,12/09/1971,date
2722,When did United Arab Emirates achieve membership status within the United Nations?,12/09/1971,date
2723,At what specific date did United Arab Emirates enter the United Nations?,12/09/1971,date
2724,When did United Arab Emirates become part of the United Nations?,12/09/1971,date
2725,At what date did United Arab Emirates receive membership in the United Nations?,12/09/1971,date
2726,When was United Arab Emirates accepted as a member of the United Nations?,12/09/1971,date
2727,give me the date when United Arab Emirates became a member of the UN,12/09/1971,date
2728,When did United Arab Emirates obtain its United Nations membership?,12/09/1971,date
2729,what was the date when United Arab Emirates acquired membership in the United Nations?,12/09/1971,date
2730,At what date did United Kingdom of Great Britain and Northern Ireland attain membership in the United Nations?,10/24/1945,date
2731,When was United Kingdom of Great Britain and Northern Ireland admitted to the United Nations?,10/24/1945,date
2732,At what date did United Kingdom of Great Britain and Northern Ireland gain entry into the United Nations?,10/24/1945,date
2733,When did United Kingdom of Great Britain and Northern Ireland become a member state of the United Nations?,10/24/1945,date
2734,give me United Kingdom of Great Britain and Northern Ireland’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2735,When was United Kingdom of Great Britain and Northern Ireland granted UN membership?,10/24/1945,date
2736,At what date did United Kingdom of Great Britain and Northern Ireland secure its place in the United Nations?,10/24/1945,date
2737,When did United Kingdom of Great Britain and Northern Ireland achieve membership status within the United Nations?,10/24/1945,date
2738,At what specific date did United Kingdom of Great Britain and Northern Ireland enter the United Nations?,10/24/1945,date
2739,When did United Kingdom of Great Britain and Northern Ireland become part of the United Nations?,10/24/1945,date
2740,At what date did United Kingdom of Great Britain and Northern Ireland receive membership in the United Nations?,10/24/1945,date
2741,When was United Kingdom of Great Britain and Northern Ireland accepted as a member of the United Nations?,10/24/1945,date
2742,give me the date when United Kingdom of Great Britain and Northern Ireland became a member of the UN,10/24/1945,date
2743,When did United Kingdom of Great Britain and Northern Ireland obtain its United Nations membership?,10/24/1945,date
2744,what was the date when United Kingdom of Great Britain and Northern Ireland acquired membership in the United Nations?,10/24/1945,date
2745,At what date did United Republic of Tanzania attain membership in the United Nations?,12/14/1961,date
2746,When was United Republic of Tanzania admitted to the United Nations?,12/14/1961,date
2747,At what date did United Republic of Tanzania gain entry into the United Nations?,12/14/1961,date
2748,When did United Republic of Tanzania become a member state of the United Nations?,12/14/1961,date
2749,give me United Republic of Tanzania’s date of admission (dd/mm/yyyy format) into the UN,12/14/1961,date
2750,When was United Republic of Tanzania granted UN membership?,12/14/1961,date
2751,At what date did United Republic of Tanzania secure its place in the United Nations?,12/14/1961,date
2752,When did United Republic of Tanzania achieve membership status within the United Nations?,12/14/1961,date
2753,At what specific date did United Republic of Tanzania enter the United Nations?,12/14/1961,date
2754,When did United Republic of Tanzania become part of the United Nations?,12/14/1961,date
2755,At what date did United Republic of Tanzania receive membership in the United Nations?,12/14/1961,date
2756,When was United Republic of Tanzania accepted as a member of the United Nations?,12/14/1961,date
2757,give me the date when United Republic of Tanzania became a member of the UN,12/14/1961,date
2758,When did United Republic of Tanzania obtain its United Nations membership?,12/14/1961,date
2759,what was the date when United Republic of Tanzania acquired membership in the United Nations?,12/14/1961,date
2760,At what date did United States of America attain membership in the United Nations?,10/24/1945,date
2761,When was United States of America admitted to the United Nations?,10/24/1945,date
2762,At what date did United States of America gain entry into the United Nations?,10/24/1945,date
2763,When did United States of America become a member state of the United Nations?,10/24/1945,date
2764,give me United States of America’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2765,When was United States of America granted UN membership?,10/24/1945,date
2766,At what date did United States of America secure its place in the United Nations?,10/24/1945,date
2767,When did United States of America achieve membership status within the United Nations?,10/24/1945,date
2768,At what specific date did United States of America enter the United Nations?,10/24/1945,date
2769,When did United States of America become part of the United Nations?,10/24/1945,date
2770,At what date did United States of America receive membership in the United Nations?,10/24/1945,date
2771,When was United States of America accepted as a member of the United Nations?,10/24/1945,date
2772,give me the date when United States of America became a member of the UN,10/24/1945,date
2773,When did United States of America obtain its United Nations membership?,10/24/1945,date
2774,what was the date when United States of America acquired membership in the United Nations?,10/24/1945,date
2775,At what date did Uruguay attain membership in the United Nations?,12/18/1945,date
2776,When was Uruguay admitted to the United Nations?,12/18/1945,date
2777,At what date did Uruguay gain entry into the United Nations?,12/18/1945,date
2778,When did Uruguay become a member state of the United Nations?,12/18/1945,date
2779,give me Uruguay’s date of admission (dd/mm/yyyy format) into the UN,12/18/1945,date
2780,When was Uruguay granted UN membership?,12/18/1945,date
2781,At what date did Uruguay secure its place in the United Nations?,12/18/1945,date
2782,When did Uruguay achieve membership status within the United Nations?,12/18/1945,date
2783,At what specific date did Uruguay enter the United Nations?,12/18/1945,date
2784,When did Uruguay become part of the United Nations?,12/18/1945,date
2785,At what date did Uruguay receive membership in the United Nations?,12/18/1945,date
2786,When was Uruguay accepted as a member of the United Nations?,12/18/1945,date
2787,give me the date when Uruguay became a member of the UN,12/18/1945,date
2788,When did Uruguay obtain its United Nations membership?,12/18/1945,date
2789,what was the date when Uruguay acquired membership in the United Nations?,12/18/1945,date
2790,At what date did Uzbekistan attain membership in the United Nations?,03/02/1992,date
2791,When was Uzbekistan admitted to the United Nations?,03/02/1992,date
2792,At what date did Uzbekistan gain entry into the United Nations?,03/02/1992,date
2793,When did Uzbekistan become a member state of the United Nations?,03/02/1992,date
2794,give me Uzbekistan’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date
2795,When was Uzbekistan granted UN membership?,03/02/1992,date
2796,At what date did Uzbekistan secure its place in the United Nations?,03/02/1992,date
2797,When did Uzbekistan achieve membership status within the United Nations?,03/02/1992,date
2798,At what specific date did Uzbekistan enter the United Nations?,03/02/1992,date
2799,When did Uzbekistan become part of the United Nations?,03/02/1992,date
2800,At what date did Uzbekistan receive membership in the United Nations?,03/02/1992,date
2801,When was Uzbekistan accepted as a member of the United Nations?,03/02/1992,date
2802,give me the date when Uzbekistan became a member of the UN,03/02/1992,date
2803,When did Uzbekistan obtain its United Nations membership?,03/02/1992,date
2804,what was the date when Uzbekistan acquired membership in the United Nations?,03/02/1992,date
2805,At what date did Vanuatu attain membership in the United Nations?,09/15/1981,date
2806,When was Vanuatu admitted to the United Nations?,09/15/1981,date
2807,At what date did Vanuatu gain entry into the United Nations?,09/15/1981,date
2808,When did Vanuatu become a member state of the United Nations?,09/15/1981,date
2809,give me Vanuatu’s date of admission (dd/mm/yyyy format) into the UN,09/15/1981,date
2810,When was Vanuatu granted UN membership?,09/15/1981,date
2811,At what date did Vanuatu secure its place in the United Nations?,09/15/1981,date
2812,When did Vanuatu achieve membership status within the United Nations?,09/15/1981,date
2813,At what specific date did Vanuatu enter the United Nations?,09/15/1981,date
2814,When did Vanuatu become part of the United Nations?,09/15/1981,date
2815,At what date did Vanuatu receive membership in the United Nations?,09/15/1981,date
2816,When was Vanuatu accepted as a member of the United Nations?,09/15/1981,date
2817,give me the date when Vanuatu became a member of the UN,09/15/1981,date
2818,When did Vanuatu obtain its United Nations membership?,09/15/1981,date
2819,what was the date when Vanuatu acquired membership in the United Nations?,09/15/1981,date
2820,At what date did Bolivarian Republic of Venezuela attain membership in the United Nations?,11/15/1945,date
2821,When was Bolivarian Republic of Venezuela admitted to the United Nations?,11/15/1945,date
2822,At what date did Bolivarian Republic of Venezuela gain entry into the United Nations?,11/15/1945,date
2823,When did Bolivarian Republic of Venezuela become a member state of the United Nations?,11/15/1945,date
2824,give me Bolivarian Republic of Venezuela’s date of admission (dd/mm/yyyy format) into the UN,11/15/1945,date
2825,When was Bolivarian Republic of Venezuela granted UN membership?,11/15/1945,date
2826,At what date did Bolivarian Republic of Venezuela secure its place in the United Nations?,11/15/1945,date
2827,When did Bolivarian Republic of Venezuela achieve membership status within the United Nations?,11/15/1945,date
2828,At what specific date did Bolivarian Republic of Venezuela enter the United Nations?,11/15/1945,date
2829,When did Bolivarian Republic of Venezuela become part of the United Nations?,11/15/1945,date
2830,At what date did Bolivarian Republic of Venezuela receive membership in the United Nations?,11/15/1945,date
2831,When was Bolivarian Republic of Venezuela accepted as a member of the United Nations?,11/15/1945,date
2832,give me the date when Bolivarian Republic of Venezuela became a member of the UN,11/15/1945,date
2833,When did Bolivarian Republic of Venezuela obtain its United Nations membership?,11/15/1945,date
2834,what was the date when Bolivarian Republic of Venezuela acquired membership in the United Nations?,11/15/1945,date
2835,At what date did Viet Nam attain membership in the United Nations?,09/20/1977,date
2836,When was Viet Nam admitted to the United Nations?,09/20/1977,date
2837,At what date did Viet Nam gain entry into the United Nations?,09/20/1977,date
2838,When did Viet Nam become a member state of the United Nations?,09/20/1977,date
2839,give me Viet Nam’s date of admission (dd/mm/yyyy format) into the UN,09/20/1977,date
2840,When was Viet Nam granted UN membership?,09/20/1977,date
2841,At what date did Viet Nam secure its place in the United Nations?,09/20/1977,date
2842,When did Viet Nam achieve membership status within the United Nations?,09/20/1977,date
2843,At what specific date did Viet Nam enter the United Nations?,09/20/1977,date
2844,When did Viet Nam become part of the United Nations?,09/20/1977,date
2845,At what date did Viet Nam receive membership in the United Nations?,09/20/1977,date
2846,When was Viet Nam accepted as a member of the United Nations?,09/20/1977,date
2847,give me the date when Viet Nam became a member of the UN,09/20/1977,date
2848,When did Viet Nam obtain its United Nations membership?,09/20/1977,date
2849,what was the date when Viet Nam acquired membership in the United Nations?,09/20/1977,date
2850,At what date did Yemen attain membership in the United Nations?,09/30/1947,date
2851,When was Yemen admitted to the United Nations?,09/30/1947,date
2852,At what date did Yemen gain entry into the United Nations?,09/30/1947,date
2853,When did Yemen become a member state of the United Nations?,09/30/1947,date
2854,give me Yemen’s date of admission (dd/mm/yyyy format) into the UN,09/30/1947,date
