questions,answer,type
"in some quantity of ghee , 60 % is pure ghee and 40 % is vanaspati . if 10 kg of pure ghee is added , then the strength of vanaspati ghee becomes 20 % . the original quantity was ?(Give me the numeric answer only)",10,numeric
"a motorist travels for 6 hours , the first half at 60 kmph and the rest at 48 kmph . find the distance traveled by him .(Give me the numeric answer only)",324,numeric
"in a group of ducks and cows , the total number of legs are 24 more than twice the number of heads . find the total number of cows .(Give me the numeric answer only)",12,numeric
"if 250 ! / 10 ^ n is an integer , what is the largest possible value of n ?(Give me the numeric answer only)",62,numeric
"a machine , working at a constant rate , manufactures 72 staplers in 28 minutes . how many staplers does it make in 1 hr 52 min ?(Give me the numeric answer only)",288,numeric
"when a = x + ( 2 / x ) and b = x - ( 2 / x ) , ( 2 ^ a ^ 2 ) / ( 2 ^ b ^ 2 ) = ?(Give me the numeric answer only)",256,numeric
"if ( 4 - x ) / ( 4 + x ) = x , what is the value of x ^ 2 + 5 x - 4 ?(Give me the numeric answer only)",0,numeric
"walking with 4 / 5 of my usual speed , i miss the bus by 5 minutes . what is my usual time ?(Give me the numeric answer only)",20,numeric
evaluate : 35 - 12 * 3 * 2 = ?(Give me the numeric answer only),27,numeric
"in a fort , there are 1200 soldiers . if each soldier consumes 3 kg per day , the provisions available in the fort will last for 30 days . if some more soldiers join , the provisions available will last for 25 days given each soldier consumes 2.5 kg per day . find the number of soldiers joining the fort in that case ?(Give me the numeric answer only)",528,numeric
"in a competitive examination in state a , 6 % candidates got selected from the total appeared candidates . state b had an equal number of candidates appeared and 7 % candidates got selected with 81 more candidates got selected than a . what was the number of candidates appeared from each state ?(Give me the numeric answer only)",8100,numeric
"a man â € ™ s current age is ( 2 / 5 ) of the age of his father . after 10 years , he will be ( 1 / 2 ) of the age of his father . what is the age of father at now ?(Give me the numeric answer only)",50,numeric
"when positive integer n is divided by 5 , the remainder is 1 . when n is divided by 7 , the remainder is 3 . what is the smallest positive integer k such that k + n is a multiple of 34 ?(Give me the numeric answer only)",3,numeric
a cricketer whose bowling average is 12.4 runs per wicket takes 5 wickets for 26 runs and thereby decreases his average by 0.4 . the number of wickets taken by him till the last match was :(Give me the numeric answer only),85,numeric
"in a bus left side are 15 seats available , 3 few seats in right side because in rear exit door . each seat hold 3 people . in addition , there is a seat back can sit 9 people all together . how many people can sit in a bus ?(Give me the numeric answer only)",90,numeric
"the average of temperatures at noontime from monday to friday is 25 ; the lowest one is 15 , what is the possible maximum range of the temperatures ?(Give me the numeric answer only)",50,numeric
"a , b and c rents a pasture for rs . 1130 . a put in 12 horses for 8 months , b 16 horses for 9 months and 18 horses for 6 months . how much should c pay ?(Give me the numeric answer only)",351,numeric
"how many multiples of 2 are there between 1 and 54 , exclusive ?(Give me the numeric answer only)",26,numeric
"a grocery shop has a sale of rs . 6335 , rs . 6927 , rs . 6855 , rs . 7230 and rs . 6562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 6500 ?(Give me the numeric answer only)",5091,numeric
two numbers have a h . c . f of 9 and a product of two numbers is 1800 . find the l . c . m of the two numbers ?(Give me the numeric answer only),200,numeric
"in a market , a dozen eggs cost as much as a pound of rice , and a half - liter of kerosene costs as much as 4 eggs . if the cost of each pound of rice is $ 0.33 , then how many cents does a liter of kerosene cost ? [ one dollar has 100 cents . ](Give me the numeric answer only)",22,numeric
the average salary of all the workers in a workshop is rs . 8000 . the average salary of 7 technicians is rs . 14000 and the average salary of the rest is rs . 6000 . the total number of workers in the workshop is(Give me the numeric answer only),28,numeric
a can do a piece of work in 20 days . when he had worked for 2 days b joins him . if the complete work was finished in 8 days . in how many days b alone can finish the work ?(Give me the numeric answer only),10,numeric
the ratio of three numbers is 3 : 4 : 5 and the sum of their squares is 1250 . the sum of the numbers is :(Give me the numeric answer only),60,numeric
"elena ’ s bread recipe calls for 8 ounces of butter for each 14 cups of flour used . she needs to make 4 times the original recipe . if 12 ounces of butter is used , then how many cups of flour are needed ?(Give me the numeric answer only)",56,numeric
"5 kilograms of oranges contained 95 % of water . if the next day the concentration of water decreased by 5 % , what was the new weight of the oranges , in kilograms ?(Give me the numeric answer only)",25,numeric
the mean of 20 values was 150 . it was detected on rechecking that one value 160 was wrongly copied as 135 for the computation of the mean . find the correct mean .(Give me the numeric answer only),151.25,numeric
the present population of a town is 200 . population increase rate is 10 % p . a . find the population of town after 1 years ?(Give me the numeric answer only),220,numeric
"at a certain resort , each of the 39 food service employees is trained to work in a minimum of 1 restaurant and a maximum of 3 restaurants . the 3 restaurants are the family buffet , the dining room , and the snack bar . exactly 19 employees are trained to work in the family buffet , 18 are trained to work in the dining room , and 12 are trained to work in the snack bar . if 2 employees are trained to work in exactly 2 restaurants , how many employees are trained to work in all 3 restaurants ?(Give me the numeric answer only)",4,numeric
"if n is a prime number greater than 7 , what is the remainder when n ^ 2 is divided by 12 ?(Give me the numeric answer only)",1,numeric
a rich aristocrat decided that he would give every man rs . 45 and every women rs . 60 . only one nineth of the man and only one twelfth of the women collected their dues . can u tell me how much money thath aristocrat spent if their were 3552 people in total(Give me the numeric answer only),17760,numeric
"9 . on level farmland , two runners leave at the same time from the intersection of two country roads . one runner jogs due north at a constant rate of 8 miles per hour while the second runner jogs due east at a constant rate that is 2 miles per hour slower than the first runner ' s rate . how far apart , to the nearest mile , will they be after 1 / 2 hour ?(Give me the numeric answer only)",5,numeric
"a cube is divided into 125 identical cubelets . each cut is made parallel to some surface of the cube . but before doing that , the cube is painted with green on one set of opposite faces , red on another set of opposite faces , and blue on the third set of opposite faces . how many cubelets are painted with exactly one colour ?(Give me the numeric answer only)",54,numeric
indu gave bindu rs . 3750 on compound interest for 2 years at 4 % per annum . how much loss would indu has suffered had she given it to bindu for 2 years at 4 % per annum simple interest ?(Give me the numeric answer only),6,numeric
"for the positive integers x , x + 2 , x + 4 , x + 7 , and x + 37 , the mean is how much greater than the median ?(Give me the numeric answer only)",6,numeric
"the flow of water through a drainage pipe was monitored for a 3 - hour period . in the second hour , the rate of flow was 36 gallons per hour , which was 50 percent faster than the rate of flow for the first hour . if 25 percent more water flowed through the pipe in the third hour than it did in the second , how many gallons of water flowed through the pipe during the entire 3 hours ?(Give me the numeric answer only)",105.0,numeric
"running at the same constant rate , 6 identical machines can produce a total of 330 bottles per minute . at this rate , how many bottles could 10 such machines produce in 4 minutes ?(Give me the numeric answer only)",2200,numeric
"if a light flashes every 6 seconds , how many times will it flash in 1 / 4 of an hour ?(Give me the numeric answer only)",151,numeric
"78 persons can repair a road in 12 days , working 5 hours a day . in how many days will 30 persons , working 6 hours a day , complete the work ?(Give me the numeric answer only)",26,numeric
can you find a 6 digit number under 5 lakh such that the sum of it ' s digits is 43 ?(Give me the numeric answer only),499449,numeric
the product of two positive integers is 575 and their difference is 2 . what is the bigger number ?(Give me the numeric answer only),25,numeric
"on a map , 2.5 inches represent 40 miles . how many miles approximately is the distance if you measured 155 centimeters assuming that 1 - inch is 2.54 centimeters ?(Give me the numeric answer only)",976.4,numeric
"the average weight of 20 persons sitting in a boat had some value . a new person added to them whose weight was 48 kg only . due to his arrival , the average weight of all the persons decreased by 5 kg . find the average weight of first 20 persons ?(Give me the numeric answer only)",57,numeric
"if two integers x , y ( x > y ) are selected from - 4 to 4 ( inclusive ) , how many cases are there ?(Give me the numeric answer only)",36,numeric
"on the number line , if x is halfway between - 8 and 4 , and if y is halfway between - 2 and 6 , what number is halfway between x and y ?(Give me the numeric answer only)",0,numeric
"a certain meter records voltage between 0 and 10 volts inclusive . if the average value of 3 recordings on the meter was 5 volts , what was the smallest possible recording in volts ?(Give me the numeric answer only)",3,numeric
"the ratio of investments of two partners p and q is 7 : 5 and the ratio of their profits is 7 : 10 . if p invested the money for 10 months , find for how much time did q invest the money ?(Give me the numeric answer only)",20,numeric
"if x is an integer such that 0 < x < 12 , 1 < x < 15 , 10 > x > 5 , 11 > x > 8 , and x + 2 < 12 , then x is(Give me the numeric answer only)",9,numeric
what number has a 5 : 1 ratio to the number 8 ?(Give me the numeric answer only),40,numeric
what is the total number of prime numbers less than 70 ?(Give me the numeric answer only),19,numeric
"by selling an article at rs . 800 , a shopkeeper makes a profit of 25 % . at what price should he sell the article so as to make a loss of 15 % ?(Give me the numeric answer only)",544,numeric
"from a total of 4 boys and 4 girls , how many 4 - person committees can be selected if the committee must have exactly 2 boys and 2 girls ?(Give me the numeric answer only)",36,numeric
"find the greatest number that exactly divides 35 , 91 and 840 ?(Give me the numeric answer only)",7,numeric
"joe needs to paint all the airplane hangars at the airport , so he buys 360 gallons of paint to do the job . during the first week , he uses 1 / 3 of all the paint . during the second week , he uses 1 / 5 of the remaining paint . how many gallons of paint has joe used ?(Give me the numeric answer only)",168,numeric
when a number is divided by 6 & then multiply by 12 the answer is 11 what is the no . ?(Give me the numeric answer only),5.5,numeric
"sides of a rectangular park are in the ratio 3 : 2 and its area is 2400 sq m , the cost of fencing it at 50 ps per meter is ?(Give me the numeric answer only)",100,numeric
"if 3 x + 4 y = 60 and 6 x - 4 y = 12 , what is the product of x and y ?(Give me the numeric answer only)",72,numeric
"a seller of used cars has 18 cars to sell and each of his clients selected 3 cars that he liked most . if each car was selected exactly thrice , how many clients visited the garage ?(Give me the numeric answer only)",18,numeric
"vijay sells a cupboard at 12 % below cost price . had he got rs . 1650 more , he would have made a profit of 12 % . what is the cost price of the cupboard ?(Give me the numeric answer only)",6875,numeric
"a hostel had provisions for 250 men for 48 days . if 50 men left the hostel , how long will the food last at the same rate ?(Give me the numeric answer only)",60,numeric
"if a motorist had driven 1 hour longer on a certain day and at an average rate of 5 miles per hour faster , he would have covered 70 more miles than he actually did . how many more miles would he have covered than he actually did if he had driven 1 hours longer and at an average rate of 10 miles per hour faster on that day ?(Give me the numeric answer only)",130,numeric
"one pipe can fill a tank three times as fast as another pipe . if together the two pipes can fill tank in 38 min , then the slower pipe alone will be able to fill the tank in ?(Give me the numeric answer only)",152,numeric
a circular dartboard of radius 1 foot is at a distance of 20 feet from you . you throw a dart at it and it hits the dartboard at some point q in the circle . what is the probability that q is closer to the center of the circle than the periphery ?(Give me the numeric answer only),0.25,numeric
"a factory producing tennis balls stores them in either big boxes , 25 balls per box , or small boxes , 20 balls per box . if 76 freshly manufactured balls are to be stored , what is the least number of balls that can be left unboxed ?(Give me the numeric answer only)",1,numeric
"a , b and c have rs . 700 between them , a and c together have rs . 300 and b and c rs . 600 . how much does c have ?(Give me the numeric answer only)",200,numeric
a and b together can do a work in 7 days . if a alone can do it in 14 days . in how many days can b alone do it ?(Give me the numeric answer only),14,numeric
"find the lowest common multiple of 24 , 36 and 42 .(Give me the numeric answer only)",504,numeric
what is the least value of x . so that 43 x 87 is divisible by 3 ?(Give me the numeric answer only),2,numeric
"if 7 / 10 of a pencil is green , 4 / 5 of the remaining is gold and the remaining 1 / 2 is white , what is the total length of the pencil ?(Give me the numeric answer only)",2,numeric
what is the smallest no . that should be added to 41381 to make it exactly divisible by 9 ?(Give me the numeric answer only),1,numeric
"a certain airline ' s fleet consisted of 70 type a planes at the beginning of 1980 . at the end of each year , starting with 1980 , the airline retired 3 of the type a planes and acquired 4 new type b plans . how many years did it take before the number of type a planes left in the airline ' s fleet was less than 50 percent of the fleet ?(Give me the numeric answer only)",11,numeric
"a number of 53 marbles is to be divided and contain with boxes . if each box is to contain 3 , 4 , or 5 marbles , what is the largest possible number of boxes ?(Give me the numeric answer only)",17,numeric
what two - digit number is less than the sum of the square of its digits by 10 and exceeds their doubled product by 5 ?(Give me the numeric answer only),94,numeric
in an election only two candidates contested . a candidate secured 70 % of the valid votes and won by a majority of 180 votes . find the total number of valid votes ?(Give me the numeric answer only),450,numeric
"in a can , there is a mixture of milk and water in the ratio 4 : 3 . if the can is filled with an additional 10 liters of milk , the can would be full and the ratio of milk and water would become 5 : 2 . find the capacity of the can ?(Give me the numeric answer only)",30,numeric
a began business with rs . 27000 and was joined afterwards by b with rs . 36000 . when did b join if the profits at the end of the year were divided in the ratio of 2 : 1 ?(Give me the numeric answer only),7.5,numeric
"if you multiply all the numbers on your mobile phone , what is the answer ?(Give me the numeric answer only)",0,numeric
"if x is 20 percent greater than 12 , then x =(Give me the numeric answer only)",14.4,numeric
"find the probability in a group of 10 students sitting in a row , two of them always sit next to each other(Give me the numeric answer only)",0.2,numeric
"a leak in the bottom of a tank can empty the full tank in 3 hours . an inlet pipe fills water at the rate of 6 litres a minute . when the tank is full , the inlet is opened and due to the leak , the tank is empty in 12 hours . how many litres does the cistern hold ?(Give me the numeric answer only)",1440,numeric
the ratio of 2 numbers is 4 : 6 and their h . c . f . is 8 . their l . c . m . is ?(Give me the numeric answer only),96,numeric
"when positive integer n is divided by 4 , the remainder is 1 . when n is divided by 7 , the remainder is 5 . what is the smallest positive integer p , such that ( n + p ) is a multiple of 35 ?(Give me the numeric answer only)",2,numeric
"sam invested rs . 12000 @ 10 % per annum for one year . if the interest is compounded half - yearly , then the amount received by sam at the end of the year will be ?(Give me the numeric answer only)",13230.0,numeric
a boatman trying to cross the river . the width of the river is 400 m . he is selling boat with 10 m / sec . he takes 50 sec to cross the river due to flow of water . calculate the drift .(Give me the numeric answer only),300,numeric
"the volume of a certain substance is always directly proportional to its weight . if 48 cubic inches of the substance weigh 112 ounces , what is the volume , in cubic inches , of 60 ounces of this substance ?(Give me the numeric answer only)",25,numeric
a courtyard is 24 meter long and 14 meter board is to be paved with bricks of dimensions 25 cm by 15 cm . the total number of bricks required is :(Give me the numeric answer only),8960,numeric
"rajan and rakesh started a business and invested rs . 20,000 and rs . 25,000 respectively . after 4 months rakesh left and mukesh joined by investing rs . 15,000 . at the end of the year there was a profit of rs . 4,600 . what is the share of rajan ?(Give me the numeric answer only)",2400,numeric
"when a = x + ( 3 / x ) and b = x - ( 3 / x ) , ( 2 ^ a ^ 2 ) / ( 2 ^ b ^ 2 ) = ?(Give me the numeric answer only)",4096,numeric
"in how many seconds will a train 180 meters long pass an oak tree , if the speed of the train is 54 km / hr ?(Give me the numeric answer only)",12,numeric
"if 20 typists can type 40 letters in 20 minutes , then how many letters will 30 typists working at the same rate complete in 1 hour ?(Give me the numeric answer only)",180,numeric
a courtyard is 18 meter long and 12 meter board is to be paved with bricks of dimensions 15 cm by 13 cm . the total number of bricks required is :(Give me the numeric answer only),11076,numeric
"80 % of a number is added to 20 , the result is the same number . find the number ?(Give me the numeric answer only)",100,numeric
"angelina walked 840 meters from her home to the grocery at a constant speed . she then walked 480 meters to the gym at double the speed . she spent 40 seconds less on her way from the grocery to the gym than on her way from home to the grocery . what was angelina ' s speed , in meters per second , from the grocery to the gym ?(Give me the numeric answer only)",30,numeric
"a farmer used 1,034 acres of land for beans , wheat , and corn in the ratio of 5 : 2 : 4 , respectively . how many e acres were used for corn ?(Give me the numeric answer only)",376,numeric
"when n is divided by 24 , the remainder is 5 . what is the remainder when 4 n is divided by 8 ?(Give me the numeric answer only)",4,numeric
"question : a sporting good store sells one type of baseball bat and one type of baseball . the cost for 2 bats and 4 balls is $ 180 . the cost for 1 bat and 6 balls is $ 190 , as well . if someone were to buy an equal number of bats and balls , at most how many bats can he purchase if he has a budget of $ 195 for the purchase ? options :(Give me the numeric answer only)",3,numeric
machine p and machine q are each used to manufacture 990 sprockets . it takes machine p 10 hours longer to produce 990 sprockets than machine q . machine q produces 10 % more sprockets per hour than machine a . how many sprockets per hour does machine a produce ?(Give me the numeric answer only),9,numeric
what is the greatest value of positive integer x such that 2 ^ x is a factor of 100 ^ 40 ?(Give me the numeric answer only),80,numeric
"if the product of 2 integers is negative , at most how many of the integers can be negative ?(Give me the numeric answer only)",1,numeric
find k if 16 / k = 4 .(Give me the numeric answer only),4,numeric
"in 1950 , richard was 4 times as old as robert . in 1955 , richard was 3 times as old as robert . in which year was richard 1.3 times as old as robert ?(Give me the numeric answer only)",2040,numeric
the simple interest on a sum of money will be rs . 800 after 10 years . if the principal is trebled after 5 years what will be the total interest at the end of the tenth year ?(Give me the numeric answer only),1600,numeric
"each week , harry is paid x dollars per hour for the first 30 hours and 1.5 x dollars for each additional hour worked that week . each week , annie is paid x dollars per hour for the first 40 hours and 2 x dollars for each additional hour worked that week . last week annie worked a total of 50 hours . if harry and annie were paid the same amount last week , how many hours did harry work last week ?(Give me the numeric answer only)",50,numeric
a box measuring 25 inches long by 30 inches wide by 15 inches deep is to be filled entirely with identical cubes . no space is to be left unfilled . what is the smallest number of cubes that can accomplish this objective ?(Give me the numeric answer only),90,numeric
0.999991 + 0.111119 = ?(Give me the numeric answer only),1.11111,numeric
"from january 1 , 1991 , to january 1 , 1993 , the number of people enrolled in health maintenance organizations increased by 30 percent . the enrollment on january 1 , 1993 , was 45 million . how many million people , to the nearest million , were enrolled in health maintenance organizations on january 1 , 1991 ?(Give me the numeric answer only)",35,numeric
"line q has the equation 5 y – 3 x = 15 . if line s is perpendicular to q , has an integer for its y - intercept , and intersects q in the second quadrant , then how many possible line s ’ s exist ? ( note : intersections on one of the axes do not count . )(Give me the numeric answer only)",11,numeric
"at 1 : 00 pm , there were 10.0 grams of bacteria . the bacteria increased to x grams at 4 : 00 pm , and 28.9 grams at 7 : 00 pm . if the amount of bacteria present increased by the same fraction during each of the 3 - hour periods , how many grams of bacteria were present at 4 : 00 pm ?(Give me the numeric answer only)",17.0,numeric
rahul played weel in this season . his current batting averagge is 53 . if he score 78 runs in today match . his batting average will become 58 . how many matches had he played in this season .(Give me the numeric answer only),4,numeric
33 1 / 3 % of 390 ?(Give me the numeric answer only),130,numeric
"sale of rs 6835 , rs . 9927 , rs . 6855 , rs . 7230 and rs . 6562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs , 6600 ?(Give me the numeric answer only)",5591,numeric
"a man ' s regular pay is $ 3 per hour up to 40 hours . overtime is twice the payment for regular time . if he was paid $ 186 , how many hours overtime did he work ?(Give me the numeric answer only)",11,numeric
6 workers should finish a job in 8 days . after 3 days came 4 workers join them . how many days c do they need to finish the same job ?(Give me the numeric answer only),3,numeric
"a man can row 9 kmph in still water . when the river is running at 1.2 kmph , it takes him 1 hour to row to a place and black . what is the total distance traveled by the man ?(Give me the numeric answer only)",9.06,numeric
jacob is 12 years old . he is 4 times as old as his brother . how old will jacob be when he is twice as old ?(Give me the numeric answer only),18,numeric
a fellow borrowed a certain sum of money at 3 % per annum at simple interest and in 3 years the interest amounted to rs . 1820 less than the sum lent . what was the sum lent ?(Give me the numeric answer only),2000,numeric
"a polling company surveyed a certain country , and it found that 35 % of that country ’ s registered voters had an unfavorable impression of both of that state ’ s major political parties and that 20 % had a favorable impression only of party r . if one registered voter has a favorable impression of both parties for every two registered voters who have a favorable impression only of party b , then what percentage of the country ’ s registered voters have a favorable impression of both parties ( assuming that respondents to the poll were given a choice between favorable and unfavorable impressions only ) ?(Give me the numeric answer only)",15,numeric
how many pieces of 85 cm length can be cut from a rod of 38.25 meters long ?(Give me the numeric answer only),45,numeric
the difference between a two - digit number and the number obtained by interchanging the digits is 36 . what is the difference between the sum and the difference of the digits of the number if the ratio between the digits of the number is 1 : 2 ?(Give me the numeric answer only),8,numeric
what is the smallest integer n for which 25 ^ n > 5 ^ 12 ?(Give me the numeric answer only),7,numeric
tough and tricky questions : functions . let a be a positive integer . let n # a equal n ^ ( 2 a ) if a is odd and n ^ ( 3 a ) if a is even . then ( 4 # 3 ) + ( 3 # 4 ) – ( 3 # 3 ) is equal to(Give me the numeric answer only),4096,numeric
find the smallest number of 6 digits which is exactly divisible by 111 .(Give me the numeric answer only),100011,numeric
two stations a and b are 20 km apart on a straight line . one train starts from a at 7 a . m . and travels towards b at 20 kmph . another train starts from b at 8 a . m . and travels towards a at a speed of 25 kmph . at what time will they meet ?(Give me the numeric answer only),8,numeric
"a crate measures 2 feet by 8 feet by 12 feet on the inside . a stone pillar in the shape of a right circular cylinder must fit into the crate for shipping so that it rests upright when the crate sits on at least one of its six sides . what is the radius , in feet , of the pillar with the largest volume that could still fit in the crate ?(Give me the numeric answer only)",2,numeric
"if the average ( arithmetic mean ) of x , x + 2 , and x + 4 is 93 , what is the value of x ?(Give me the numeric answer only)",91,numeric
a person crosses a 1800 m long street in 12 minutes . what is his speed in km per hour ?(Give me the numeric answer only),9,numeric
calculate the amount that an investor needs to be invest to earn $ 1023 in interest in 24 months if the investor plans to invest x dollars in a savings account that pays interest at an annual rate of 12 % compounded semi - annually ?(Give me the numeric answer only),3900,numeric
a person can row at 9 kmph and still water . he takes 4 1 / 2 hours to row from a to b and back . what is the distance between a and b if the speed of the stream is 1 kmph ?(Give me the numeric answer only),20,numeric
"the distance from steve ' s house to work is 35 km . on the way back steve drives twice as fast as he did on the way to work . altogether , steve is spending 6 hours a day on the roads . what is steve ' s speed on the way back from work ?(Give me the numeric answer only)",17.5,numeric
"the greatest number which on dividing 1657 and 2037 leaves remainders 6 and 5 respectively , is :(Give me the numeric answer only)",127,numeric
"in an examination , 300 students appeared . out of these students ; 28 % got first division , 54 % got second division and the remaining just passed . assuming that no student failed ; find the number of students who just passed .(Give me the numeric answer only)",54,numeric
the average of first 13 even numbers is ?(Give me the numeric answer only),14,numeric
what is 15 percent of 54 ?(Give me the numeric answer only),8.1,numeric
a sum of money at simple interest amount to rs 720 after 2 years and to rs 1020 after a further period of 5 years . the sum is :(Give me the numeric answer only),600,numeric
"an amount of rs . 100000 is invested in two types of shares . the first yields an interest of 9 % p . a and the second , 11 % p . a . if the total interest at the end of one year is 9 2 / 3 % , then the amount invested in each share was ?(Give me the numeric answer only)",35000,numeric
"working together , wayne and his son can shovel the entire driveway in three hours . if wayne can shovel eight times as fast as his son can , how many hours would it take for his son to shovel the entire driveway on his own ?(Give me the numeric answer only)",9,numeric
a car traveled 75 % of the way from town a to town b at an average speed of 50 miles per hour . the car travels at an average speed of s miles per hour for the remaining part of the trip . the average speed for the entire trip was 60 miles per hour . what is s ?(Give me the numeric answer only),150,numeric
"when positive integer n is divided by positive integer j , the remainder is 12 . if n / j = 134.02 , what is value of j ?(Give me the numeric answer only)",600,numeric
"in the coordinate plane , points ( x , 2 ) and ( 10 , y ) are on line k . if line k passes through the origin and has slope 1 / 2 , then x + y =(Give me the numeric answer only)",9,numeric
the average score of a cricketer in 2 matches is 20 and in other 3 matches is 30 . then find the average score in all the 5 matches ?(Give me the numeric answer only),26,numeric
"4 mat - weavers can weave 4 mats in 4 days . at the same rate , how many mats would be woven by 10 mat - weavers in 10 days ?(Give me the numeric answer only)",25,numeric
rahul played weel in this season . his current batting averagge is 51 . if he score 78 runs in today match . his batting average will become 54 . how many matches had he played in this season .(Give me the numeric answer only),8,numeric
a jogger is running at 9 kmph alongside a railway track in 240 meters ahead of the engine of a 120 meters long train . the train is running at 45 kmph in the same direction . how much time does it take for the train to pass the jogger ?(Give me the numeric answer only),36,numeric
"a number when divided by a divisor leaves a remainder of 24 . when twice the original number is divided by the same divisor , the remainder is 11 . what is the value of the divisor ?(Give me the numeric answer only)",37,numeric
"if 7 a = 2 b = 15 , then 42 ab =(Give me the numeric answer only)",675,numeric
10 friends went to a hotel and decided to pay the bill amount equally . but 9 of them could pay rs . 50 each as a result 10 th has to pay rs . 180 extra than his share . find the amount paid by him .(Give me the numeric answer only),120,numeric
"if 0.75 : x : : 5 : 7 , then x is equal to :(Give me the numeric answer only)",1.05,numeric
"sides of a rectangular park are in the ratio 3 : 2 and its area is 7350 sq m , the cost of fencing it at 50 ps per meter is ?(Give me the numeric answer only)",175,numeric
"there are certain number of hats and gloves in a box . they are of 41 red , 23 green , 11 orange . power gone but a woman can differentiate between hats and gloves . how many draws are required to obtain a pair of each color ?(Give me the numeric answer only)",66,numeric
19.19 / 2000 is equal to :(Give me the numeric answer only),0.012793333,numeric
"the average weight of 20 persons sitting in a boat had some value . a new person added to them whose weight was 49 kg only . due to his arrival , the average weight of all the persons decreased by 5 kg . find the average weight of first 20 persons ?(Give me the numeric answer only)",56,numeric
how many shots of 1 cm radius can be prepared from a sphere of 3 cm radius ?(Give me the numeric answer only),27,numeric
"a 600 m long train crosses a tree in 60 sec , how much time will it take to pass a platform 450 m long ?(Give me the numeric answer only)",105,numeric
"the least number , which when divided by 12 , 15 , 20 and 63 leaves in each case a remainder of 8 is :(Give me the numeric answer only)",1268,numeric
"in a class of 50 students , 3 / 5 went away do painting , 1 / 5 went to play in the field . how many students are left in the classroom ?(Give me the numeric answer only)",10,numeric
the number of positive integer solutions for the equation x + y + z + t = 18 is(Give me the numeric answer only),680,numeric
the average age of a group of n people is 15 years old . one more person aged 37 joins the group and the new average is 17 years old . what is the value of n ?(Give me the numeric answer only),10,numeric
"the ratio between the speeds of two trains is 7 : 8 . if the second train runs 400 km in 4 hours , what is the the speed of the first train ?(Give me the numeric answer only)",87.5,numeric
what is the unit digit of ( 8 ! * 4 ! / 8 ! * 3 ! ) ?(Give me the numeric answer only),4,numeric
"there are 10 books on a shelf , of which 4 are paperbacks and 6 are hardbacks . how many possible selections of 5 books from the shelf contain at least one paperback and at least one hardback ?(Give me the numeric answer only)",246,numeric
"the mass of 1 cubic meter of a substance is 700 kilograms under certain conditions . what is the volume , in cubic centimeters , of 1 gram of this substance under these conditions ? ( 1 kilogram = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )(Give me the numeric answer only)",1.42,numeric
the average of first 18 even numbers is ?(Give me the numeric answer only),19,numeric
a person lent a certain sum of money at 4 % per annum at simple interest and in 8 years the interest amounted to rs . 238 less than the sum lent . what was the sum lent ?(Give me the numeric answer only),350,numeric
"for every integer n ≥ 3 , the function g ( n ) is defined as the product of all the odd integers from 1 to n , inclusive . what is the value of g ( 99 ) – g ( 97 ) ?(Give me the numeric answer only)",98,numeric
"in the first 5 overs of a cricket game , the run rate was only 2.1 . what should be the rate in the remaining 30 overs to reach the target of 200 runs ?(Give me the numeric answer only)",6.31,numeric
what is the sum of all even numbers from 1 to 901 ?(Give me the numeric answer only),202950,numeric
the lcm and hcf of two numbers are 100 and 10 respectively . find the larger of the two numbers if their sum is 110 .(Give me the numeric answer only),100,numeric
"a theater charges $ 12 for seats in the orchestra and $ 8 for seats in the balcony . on a certain night , a total of 370 tickets were sold for a total cost of $ 3,320 . how many more tickets were sold that night for seats in the balcony than for seats in the orchestra ?(Give me the numeric answer only)",190,numeric
"how many zeroes are there at the end of the number n , if n = 60 ! + 120 ! ?(Give me the numeric answer only)",14,numeric
"if x is a sum of all even integers on the interval 13 . . . 61 and y is their number , what is the gcd ( x , y ) ?(Give me the numeric answer only)",24,numeric
"a train leaves delhi at 11 a . m . at a speed of 30 kmph . another train leaves at 2 p . m . at a speed of 40 kmph on the same day and in the same direction . how far from delhi , will the two trains meet ?(Give me the numeric answer only)",360,numeric
"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land tails up exactly twice in 2 consecutive flips ?(Give me the numeric answer only)",0.25,numeric
"how many multiples of 8 are less than 7600 , and also multiples of 19 ?(Give me the numeric answer only)",50,numeric
"in a rectangular axis system , what is the area of a parallelogram with the coordinates : ( 5,7 ) , ( 12,7 ) , ( 2,3 ) , ( 9,3 ) ?(Give me the numeric answer only)",21,numeric
"what is the least value of x , so that 2 x 4472 is divisible by 9(Give me the numeric answer only)",8,numeric
"a man saves 20 % of his monthly salary . if an account of dearness of things he is to increase his monthly expenses by 20 % , he is only able to save rs . 230 per month . what is his monthly salary ?(Give me the numeric answer only)",5750,numeric
a courtyard is 25 meter long and 16 meter board is to be paved with bricks of dimensions 20 cm by 10 cm . the total number of bricks required is(Give me the numeric answer only),20000,numeric
john found that the average of 15 numbers is 40 . if 14 is added to each number then the mean of number is ?(Give me the numeric answer only),54,numeric
