Unnamed: 0,questions,answer,type
5100,What was the population count of Northern Territory's 5-9  age group in 2021?,"16,842",numeric
5101,How many individuals aged 5-9  were there in Northern Territory in 2021?,"16,842",numeric
5102,What was Northern Territory's population figure for the 5-9  age bracket in 2021?,"16,842",numeric
5103,"In 2021, what was the number of people aged 5-9  residing in Northern Territory?","16,842",numeric
5104,What was the demographic size of Northern Territory's 5-9  age category in 2021?,"16,842",numeric
5105,How many residents aged 5-9  were recorded in Northern Territory in 2021?,"16,842",numeric
5106,What was the population tally for Northern Territory's 5-9  age group in 2021?,"16,842",numeric
5107,How many individuals aged 5-9  were living in Northern Territory in 2021?,"16,842",numeric
5108,What was the count of Northern Territory's 5-9  age range population in 2021?,"16,842",numeric
5109,What was the population size of Northern Territory's 5-9  age group in 2021?,"16,842",numeric
5110,What was the population census result for Northern Territory's 5-9  age cohort in 2021?,"16,842",numeric
5111,How many people in the age group 5-9  were accounted for in Northern Territory's 2021 census?,"16,842",numeric
5112,What was the population total for Northern Territory's 5-9  age demographic in 2021?,"16,842",numeric
5113,"In 2021, what was the population of Northern Territory of the age group 5-9  years?","16,842",numeric
5114,population of Northern Territory in 2021 between 5-9  age group,"16,842",numeric
5115,What was the population count of Australian Capital Territory's 5-9  age group in 2021?,"29,162",numeric
5116,How many individuals aged 5-9  were there in Australian Capital Territory in 2021?,"29,162",numeric
5117,What was Australian Capital Territory's population figure for the 5-9  age bracket in 2021?,"29,162",numeric
5118,"In 2021, what was the number of people aged 5-9  residing in Australian Capital Territory?","29,162",numeric
5119,What was the demographic size of Australian Capital Territory's 5-9  age category in 2021?,"29,162",numeric
5120,How many residents aged 5-9  were recorded in Australian Capital Territory in 2021?,"29,162",numeric
5121,What was the population tally for Australian Capital Territory's 5-9  age group in 2021?,"29,162",numeric
5122,How many individuals aged 5-9  were living in Australian Capital Territory in 2021?,"29,162",numeric
5123,What was the count of Australian Capital Territory's 5-9  age range population in 2021?,"29,162",numeric
5124,What was the population size of Australian Capital Territory's 5-9  age group in 2021?,"29,162",numeric
5125,What was the population census result for Australian Capital Territory's 5-9  age cohort in 2021?,"29,162",numeric
5126,How many people in the age group 5-9  were accounted for in Australian Capital Territory's 2021 census?,"29,162",numeric
5127,What was the population total for Australian Capital Territory's 5-9  age demographic in 2021?,"29,162",numeric
5128,"In 2021, what was the population of Australian Capital Territory of the age group 5-9  years?","29,162",numeric
5129,population of Australian Capital Territory in 2021 between 5-9  age group,"29,162",numeric
5130,What was the population count of Australia's 10-14  age group in 2021?,"1,588,051",numeric
5131,How many individuals aged 10-14  were there in Australia in 2021?,"1,588,051",numeric
5132,What was Australia's population figure for the 10-14  age bracket in 2021?,"1,588,051",numeric
5133,"In 2021, what was the number of people aged 10-14  residing in Australia?","1,588,051",numeric
5134,What was the demographic size of Australia's 10-14  age category in 2021?,"1,588,051",numeric
5135,How many residents aged 10-14  were recorded in Australia in 2021?,"1,588,051",numeric
5136,What was the population tally for Australia's 10-14  age group in 2021?,"1,588,051",numeric
5137,How many individuals aged 10-14  were living in Australia in 2021?,"1,588,051",numeric
5138,What was the count of Australia's 10-14  age range population in 2021?,"1,588,051",numeric
5139,What was the population size of Australia's 10-14  age group in 2021?,"1,588,051",numeric
5140,What was the population census result for Australia's 10-14  age cohort in 2021?,"1,588,051",numeric
5141,How many people in the age group 10-14  were accounted for in Australia's 2021 census?,"1,588,051",numeric
5142,What was the population total for Australia's 10-14  age demographic in 2021?,"1,588,051",numeric
5143,"In 2021, what was the population of Australia of the age group 10-14  years?","1,588,051",numeric
5144,population of Australia in 2021 between 10-14  age group,"1,588,051",numeric
5145,What was the population count of New South Wales's 10-14  age group in 2021?,"501,135",numeric
5146,How many individuals aged 10-14  were there in New South Wales in 2021?,"501,135",numeric
5147,What was New South Wales's population figure for the 10-14  age bracket in 2021?,"501,135",numeric
5148,"In 2021, what was the number of people aged 10-14  residing in New South Wales?","501,135",numeric
5149,What was the demographic size of New South Wales's 10-14  age category in 2021?,"501,135",numeric
5150,How many residents aged 10-14  were recorded in New South Wales in 2021?,"501,135",numeric
5151,What was the population tally for New South Wales's 10-14  age group in 2021?,"501,135",numeric
5152,How many individuals aged 10-14  were living in New South Wales in 2021?,"501,135",numeric
5153,What was the count of New South Wales's 10-14  age range population in 2021?,"501,135",numeric
5154,What was the population size of New South Wales's 10-14  age group in 2021?,"501,135",numeric
5155,What was the population census result for New South Wales's 10-14  age cohort in 2021?,"501,135",numeric
5156,How many people in the age group 10-14  were accounted for in New South Wales's 2021 census?,"501,135",numeric
5157,What was the population total for New South Wales's 10-14  age demographic in 2021?,"501,135",numeric
5158,"In 2021, what was the population of New South Wales of the age group 10-14  years?","501,135",numeric
5159,population of New South Wales in 2021 between 10-14  age group,"501,135",numeric
5160,What was the population count of Victoria's 10-14  age group in 2021?,"391,388",numeric
5161,How many individuals aged 10-14  were there in Victoria in 2021?,"391,388",numeric
5162,What was Victoria's population figure for the 10-14  age bracket in 2021?,"391,388",numeric
5163,"In 2021, what was the number of people aged 10-14  residing in Victoria?","391,388",numeric
5164,What was the demographic size of Victoria's 10-14  age category in 2021?,"391,388",numeric
5165,How many residents aged 10-14  were recorded in Victoria in 2021?,"391,388",numeric
5166,What was the population tally for Victoria's 10-14  age group in 2021?,"391,388",numeric
5167,How many individuals aged 10-14  were living in Victoria in 2021?,"391,388",numeric
5168,What was the count of Victoria's 10-14  age range population in 2021?,"391,388",numeric
5169,What was the population size of Victoria's 10-14  age group in 2021?,"391,388",numeric
5170,What was the population census result for Victoria's 10-14  age cohort in 2021?,"391,388",numeric
5171,How many people in the age group 10-14  were accounted for in Victoria's 2021 census?,"391,388",numeric
5172,What was the population total for Victoria's 10-14  age demographic in 2021?,"391,388",numeric
5173,"In 2021, what was the population of Victoria of the age group 10-14  years?","391,388",numeric
5174,population of Victoria in 2021 between 10-14  age group,"391,388",numeric
5175,What was the population count of Queensland's 10-14  age group in 2021?,"342,560",numeric
5176,How many individuals aged 10-14  were there in Queensland in 2021?,"342,560",numeric
5177,What was Queensland's population figure for the 10-14  age bracket in 2021?,"342,560",numeric
5178,"In 2021, what was the number of people aged 10-14  residing in Queensland?","342,560",numeric
5179,What was the demographic size of Queensland's 10-14  age category in 2021?,"342,560",numeric
5180,How many residents aged 10-14  were recorded in Queensland in 2021?,"342,560",numeric
5181,What was the population tally for Queensland's 10-14  age group in 2021?,"342,560",numeric
5182,How many individuals aged 10-14  were living in Queensland in 2021?,"342,560",numeric
5183,What was the count of Queensland's 10-14  age range population in 2021?,"342,560",numeric
5184,What was the population size of Queensland's 10-14  age group in 2021?,"342,560",numeric
5185,What was the population census result for Queensland's 10-14  age cohort in 2021?,"342,560",numeric
5186,How many people in the age group 10-14  were accounted for in Queensland's 2021 census?,"342,560",numeric
5187,What was the population total for Queensland's 10-14  age demographic in 2021?,"342,560",numeric
5188,"In 2021, what was the population of Queensland of the age group 10-14  years?","342,560",numeric
5189,population of Queensland in 2021 between 10-14  age group,"342,560",numeric
5190,What was the population count of South Australia's 10-14  age group in 2021?,"105,159",numeric
5191,How many individuals aged 10-14  were there in South Australia in 2021?,"105,159",numeric
5192,What was South Australia's population figure for the 10-14  age bracket in 2021?,"105,159",numeric
5193,"In 2021, what was the number of people aged 10-14  residing in South Australia?","105,159",numeric
5194,What was the demographic size of South Australia's 10-14  age category in 2021?,"105,159",numeric
5195,How many residents aged 10-14  were recorded in South Australia in 2021?,"105,159",numeric
5196,What was the population tally for South Australia's 10-14  age group in 2021?,"105,159",numeric
5197,How many individuals aged 10-14  were living in South Australia in 2021?,"105,159",numeric
5198,What was the count of South Australia's 10-14  age range population in 2021?,"105,159",numeric
5199,What was the population size of South Australia's 10-14  age group in 2021?,"105,159",numeric
5200,What was the population census result for South Australia's 10-14  age cohort in 2021?,"105,159",numeric
5201,How many people in the age group 10-14  were accounted for in South Australia's 2021 census?,"105,159",numeric
5202,What was the population total for South Australia's 10-14  age demographic in 2021?,"105,159",numeric
5203,"In 2021, what was the population of South Australia of the age group 10-14  years?","105,159",numeric
5204,population of South Australia in 2021 between 10-14  age group,"105,159",numeric
5205,What was the population count of Western Australia's 10-14  age group in 2021?,"171,377",numeric
5206,How many individuals aged 10-14  were there in Western Australia in 2021?,"171,377",numeric
5207,What was Western Australia's population figure for the 10-14  age bracket in 2021?,"171,377",numeric
5208,"In 2021, what was the number of people aged 10-14  residing in Western Australia?","171,377",numeric
5209,What was the demographic size of Western Australia's 10-14  age category in 2021?,"171,377",numeric
5210,How many residents aged 10-14  were recorded in Western Australia in 2021?,"171,377",numeric
5211,What was the population tally for Western Australia's 10-14  age group in 2021?,"171,377",numeric
5212,How many individuals aged 10-14  were living in Western Australia in 2021?,"171,377",numeric
5213,What was the count of Western Australia's 10-14  age range population in 2021?,"171,377",numeric
5214,What was the population size of Western Australia's 10-14  age group in 2021?,"171,377",numeric
5215,What was the population census result for Western Australia's 10-14  age cohort in 2021?,"171,377",numeric
5216,How many people in the age group 10-14  were accounted for in Western Australia's 2021 census?,"171,377",numeric
5217,What was the population total for Western Australia's 10-14  age demographic in 2021?,"171,377",numeric
5218,"In 2021, what was the population of Western Australia of the age group 10-14  years?","171,377",numeric
5219,population of Western Australia in 2021 between 10-14  age group,"171,377",numeric
5220,What was the population count of Tasmania's 10-14  age group in 2021?,"33,212",numeric
5221,How many individuals aged 10-14  were there in Tasmania in 2021?,"33,212",numeric
5222,What was Tasmania's population figure for the 10-14  age bracket in 2021?,"33,212",numeric
5223,"In 2021, what was the number of people aged 10-14  residing in Tasmania?","33,212",numeric
5224,What was the demographic size of Tasmania's 10-14  age category in 2021?,"33,212",numeric
5225,How many residents aged 10-14  were recorded in Tasmania in 2021?,"33,212",numeric
5226,What was the population tally for Tasmania's 10-14  age group in 2021?,"33,212",numeric
5227,How many individuals aged 10-14  were living in Tasmania in 2021?,"33,212",numeric
5228,What was the count of Tasmania's 10-14  age range population in 2021?,"33,212",numeric
5229,What was the population size of Tasmania's 10-14  age group in 2021?,"33,212",numeric
5230,What was the population census result for Tasmania's 10-14  age cohort in 2021?,"33,212",numeric
5231,How many people in the age group 10-14  were accounted for in Tasmania's 2021 census?,"33,212",numeric
5232,What was the population total for Tasmania's 10-14  age demographic in 2021?,"33,212",numeric
5233,"In 2021, what was the population of Tasmania of the age group 10-14  years?","33,212",numeric
5234,population of Tasmania in 2021 between 10-14  age group,"33,212",numeric
5235,What was the population count of Northern Territory's 10-14  age group in 2021?,"15,836",numeric
5236,How many individuals aged 10-14  were there in Northern Territory in 2021?,"15,836",numeric
5237,What was Northern Territory's population figure for the 10-14  age bracket in 2021?,"15,836",numeric
5238,"In 2021, what was the number of people aged 10-14  residing in Northern Territory?","15,836",numeric
5239,What was the demographic size of Northern Territory's 10-14  age category in 2021?,"15,836",numeric
5240,How many residents aged 10-14  were recorded in Northern Territory in 2021?,"15,836",numeric
5241,What was the population tally for Northern Territory's 10-14  age group in 2021?,"15,836",numeric
5242,How many individuals aged 10-14  were living in Northern Territory in 2021?,"15,836",numeric
5243,What was the count of Northern Territory's 10-14  age range population in 2021?,"15,836",numeric
5244,What was the population size of Northern Territory's 10-14  age group in 2021?,"15,836",numeric
5245,What was the population census result for Northern Territory's 10-14  age cohort in 2021?,"15,836",numeric
5246,How many people in the age group 10-14  were accounted for in Northern Territory's 2021 census?,"15,836",numeric
5247,What was the population total for Northern Territory's 10-14  age demographic in 2021?,"15,836",numeric
5248,"In 2021, what was the population of Northern Territory of the age group 10-14  years?","15,836",numeric
5249,population of Northern Territory in 2021 between 10-14  age group,"15,836",numeric
5250,What was the population count of Australian Capital Territory's 10-14  age group in 2021?,"27,097",numeric
5251,How many individuals aged 10-14  were there in Australian Capital Territory in 2021?,"27,097",numeric
5252,What was Australian Capital Territory's population figure for the 10-14  age bracket in 2021?,"27,097",numeric
5253,"In 2021, what was the number of people aged 10-14  residing in Australian Capital Territory?","27,097",numeric
5254,What was the demographic size of Australian Capital Territory's 10-14  age category in 2021?,"27,097",numeric
5255,How many residents aged 10-14  were recorded in Australian Capital Territory in 2021?,"27,097",numeric
5256,What was the population tally for Australian Capital Territory's 10-14  age group in 2021?,"27,097",numeric
5257,How many individuals aged 10-14  were living in Australian Capital Territory in 2021?,"27,097",numeric
5258,What was the count of Australian Capital Territory's 10-14  age range population in 2021?,"27,097",numeric
5259,What was the population size of Australian Capital Territory's 10-14  age group in 2021?,"27,097",numeric
5260,What was the population census result for Australian Capital Territory's 10-14  age cohort in 2021?,"27,097",numeric
5261,How many people in the age group 10-14  were accounted for in Australian Capital Territory's 2021 census?,"27,097",numeric
5262,What was the population total for Australian Capital Territory's 10-14  age demographic in 2021?,"27,097",numeric
5263,"In 2021, what was the population of Australian Capital Territory of the age group 10-14  years?","27,097",numeric
5264,population of Australian Capital Territory in 2021 between 10-14  age group,"27,097",numeric
5265,What was the population count of Australia's 15-19  age group in 2021?,"1,457,812",numeric
5266,How many individuals aged 15-19  were there in Australia in 2021?,"1,457,812",numeric
5267,What was Australia's population figure for the 15-19  age bracket in 2021?,"1,457,812",numeric
5268,"In 2021, what was the number of people aged 15-19  residing in Australia?","1,457,812",numeric
5269,What was the demographic size of Australia's 15-19  age category in 2021?,"1,457,812",numeric
5270,How many residents aged 15-19  were recorded in Australia in 2021?,"1,457,812",numeric
5271,What was the population tally for Australia's 15-19  age group in 2021?,"1,457,812",numeric
5272,How many individuals aged 15-19  were living in Australia in 2021?,"1,457,812",numeric
5273,What was the count of Australia's 15-19  age range population in 2021?,"1,457,812",numeric
5274,What was the population size of Australia's 15-19  age group in 2021?,"1,457,812",numeric
5275,What was the population census result for Australia's 15-19  age cohort in 2021?,"1,457,812",numeric
5276,How many people in the age group 15-19  were accounted for in Australia's 2021 census?,"1,457,812",numeric
5277,What was the population total for Australia's 15-19  age demographic in 2021?,"1,457,812",numeric
5278,"In 2021, what was the population of Australia of the age group 15-19  years?","1,457,812",numeric
5279,population of Australia in 2021 between 15-19  age group,"1,457,812",numeric
5280,What was the population count of New South Wales's 15-19  age group in 2021?,"457,896",numeric
5281,How many individuals aged 15-19  were there in New South Wales in 2021?,"457,896",numeric
5282,What was New South Wales's population figure for the 15-19  age bracket in 2021?,"457,896",numeric
5283,"In 2021, what was the number of people aged 15-19  residing in New South Wales?","457,896",numeric
5284,What was the demographic size of New South Wales's 15-19  age category in 2021?,"457,896",numeric
5285,How many residents aged 15-19  were recorded in New South Wales in 2021?,"457,896",numeric
5286,What was the population tally for New South Wales's 15-19  age group in 2021?,"457,896",numeric
5287,How many individuals aged 15-19  were living in New South Wales in 2021?,"457,896",numeric
5288,What was the count of New South Wales's 15-19  age range population in 2021?,"457,896",numeric
5289,What was the population size of New South Wales's 15-19  age group in 2021?,"457,896",numeric
5290,What was the population census result for New South Wales's 15-19  age cohort in 2021?,"457,896",numeric
5291,How many people in the age group 15-19  were accounted for in New South Wales's 2021 census?,"457,896",numeric
5292,What was the population total for New South Wales's 15-19  age demographic in 2021?,"457,896",numeric
5293,"In 2021, what was the population of New South Wales of the age group 15-19  years?","457,896",numeric
5294,population of New South Wales in 2021 between 15-19  age group,"457,896",numeric
5295,What was the population count of Victoria's 15-19  age group in 2021?,"363,201",numeric
5296,How many individuals aged 15-19  were there in Victoria in 2021?,"363,201",numeric
5297,What was Victoria's population figure for the 15-19  age bracket in 2021?,"363,201",numeric
5298,"In 2021, what was the number of people aged 15-19  residing in Victoria?","363,201",numeric
5299,What was the demographic size of Victoria's 15-19  age category in 2021?,"363,201",numeric
5300,How many residents aged 15-19  were recorded in Victoria in 2021?,"363,201",numeric
5301,What was the population tally for Victoria's 15-19  age group in 2021?,"363,201",numeric
5302,How many individuals aged 15-19  were living in Victoria in 2021?,"363,201",numeric
5303,What was the count of Victoria's 15-19  age range population in 2021?,"363,201",numeric
5304,What was the population size of Victoria's 15-19  age group in 2021?,"363,201",numeric
5305,What was the population census result for Victoria's 15-19  age cohort in 2021?,"363,201",numeric
5306,How many people in the age group 15-19  were accounted for in Victoria's 2021 census?,"363,201",numeric
5307,What was the population total for Victoria's 15-19  age demographic in 2021?,"363,201",numeric
5308,"In 2021, what was the population of Victoria of the age group 15-19  years?","363,201",numeric
5309,population of Victoria in 2021 between 15-19  age group,"363,201",numeric
5310,What was the population count of Queensland's 15-19  age group in 2021?,"313,506",numeric
5311,How many individuals aged 15-19  were there in Queensland in 2021?,"313,506",numeric
5312,What was Queensland's population figure for the 15-19  age bracket in 2021?,"313,506",numeric
5313,"In 2021, what was the number of people aged 15-19  residing in Queensland?","313,506",numeric
5314,What was the demographic size of Queensland's 15-19  age category in 2021?,"313,506",numeric
5315,How many residents aged 15-19  were recorded in Queensland in 2021?,"313,506",numeric
5316,What was the population tally for Queensland's 15-19  age group in 2021?,"313,506",numeric
5317,How many individuals aged 15-19  were living in Queensland in 2021?,"313,506",numeric
5318,What was the count of Queensland's 15-19  age range population in 2021?,"313,506",numeric
5319,What was the population size of Queensland's 15-19  age group in 2021?,"313,506",numeric
5320,What was the population census result for Queensland's 15-19  age cohort in 2021?,"313,506",numeric
5321,How many people in the age group 15-19  were accounted for in Queensland's 2021 census?,"313,506",numeric
5322,What was the population total for Queensland's 15-19  age demographic in 2021?,"313,506",numeric
5323,"In 2021, what was the population of Queensland of the age group 15-19  years?","313,506",numeric
5324,population of Queensland in 2021 between 15-19  age group,"313,506",numeric
5325,What was the population count of South Australia's 15-19  age group in 2021?,"99,152",numeric
5326,How many individuals aged 15-19  were there in South Australia in 2021?,"99,152",numeric
5327,What was South Australia's population figure for the 15-19  age bracket in 2021?,"99,152",numeric
5328,"In 2021, what was the number of people aged 15-19  residing in South Australia?","99,152",numeric
5329,What was the demographic size of South Australia's 15-19  age category in 2021?,"99,152",numeric
5330,How many residents aged 15-19  were recorded in South Australia in 2021?,"99,152",numeric
5331,What was the population tally for South Australia's 15-19  age group in 2021?,"99,152",numeric
5332,How many individuals aged 15-19  were living in South Australia in 2021?,"99,152",numeric
5333,What was the count of South Australia's 15-19  age range population in 2021?,"99,152",numeric
5334,What was the population size of South Australia's 15-19  age group in 2021?,"99,152",numeric
5335,What was the population census result for South Australia's 15-19  age cohort in 2021?,"99,152",numeric
5336,How many people in the age group 15-19  were accounted for in South Australia's 2021 census?,"99,152",numeric
5337,What was the population total for South Australia's 15-19  age demographic in 2021?,"99,152",numeric
5338,"In 2021, what was the population of South Australia of the age group 15-19  years?","99,152",numeric
5339,population of South Australia in 2021 between 15-19  age group,"99,152",numeric
5340,What was the population count of Western Australia's 15-19  age group in 2021?,"153,263",numeric
5341,How many individuals aged 15-19  were there in Western Australia in 2021?,"153,263",numeric
5342,What was Western Australia's population figure for the 15-19  age bracket in 2021?,"153,263",numeric
5343,"In 2021, what was the number of people aged 15-19  residing in Western Australia?","153,263",numeric
5344,What was the demographic size of Western Australia's 15-19  age category in 2021?,"153,263",numeric
5345,How many residents aged 15-19  were recorded in Western Australia in 2021?,"153,263",numeric
5346,What was the population tally for Western Australia's 15-19  age group in 2021?,"153,263",numeric
5347,How many individuals aged 15-19  were living in Western Australia in 2021?,"153,263",numeric
5348,What was the count of Western Australia's 15-19  age range population in 2021?,"153,263",numeric
5349,What was the population size of Western Australia's 15-19  age group in 2021?,"153,263",numeric
5350,What was the population census result for Western Australia's 15-19  age cohort in 2021?,"153,263",numeric
5351,How many people in the age group 15-19  were accounted for in Western Australia's 2021 census?,"153,263",numeric
5352,What was the population total for Western Australia's 15-19  age demographic in 2021?,"153,263",numeric
5353,"In 2021, what was the population of Western Australia of the age group 15-19  years?","153,263",numeric
5354,population of Western Australia in 2021 between 15-19  age group,"153,263",numeric
5355,What was the population count of Tasmania's 15-19  age group in 2021?,"30,065",numeric
5356,How many individuals aged 15-19  were there in Tasmania in 2021?,"30,065",numeric
5357,What was Tasmania's population figure for the 15-19  age bracket in 2021?,"30,065",numeric
5358,"In 2021, what was the number of people aged 15-19  residing in Tasmania?","30,065",numeric
5359,What was the demographic size of Tasmania's 15-19  age category in 2021?,"30,065",numeric
5360,How many residents aged 15-19  were recorded in Tasmania in 2021?,"30,065",numeric
5361,What was the population tally for Tasmania's 15-19  age group in 2021?,"30,065",numeric
5362,How many individuals aged 15-19  were living in Tasmania in 2021?,"30,065",numeric
5363,What was the count of Tasmania's 15-19  age range population in 2021?,"30,065",numeric
5364,What was the population size of Tasmania's 15-19  age group in 2021?,"30,065",numeric
5365,What was the population census result for Tasmania's 15-19  age cohort in 2021?,"30,065",numeric
5366,How many people in the age group 15-19  were accounted for in Tasmania's 2021 census?,"30,065",numeric
5367,What was the population total for Tasmania's 15-19  age demographic in 2021?,"30,065",numeric
5368,"In 2021, what was the population of Tasmania of the age group 15-19  years?","30,065",numeric
5369,population of Tasmania in 2021 between 15-19  age group,"30,065",numeric
5370,What was the population count of Northern Territory's 15-19  age group in 2021?,"14,183",numeric
5371,How many individuals aged 15-19  were there in Northern Territory in 2021?,"14,183",numeric
5372,What was Northern Territory's population figure for the 15-19  age bracket in 2021?,"14,183",numeric
5373,"In 2021, what was the number of people aged 15-19  residing in Northern Territory?","14,183",numeric
5374,What was the demographic size of Northern Territory's 15-19  age category in 2021?,"14,183",numeric
5375,How many residents aged 15-19  were recorded in Northern Territory in 2021?,"14,183",numeric
5376,What was the population tally for Northern Territory's 15-19  age group in 2021?,"14,183",numeric
5377,How many individuals aged 15-19  were living in Northern Territory in 2021?,"14,183",numeric
5378,What was the count of Northern Territory's 15-19  age range population in 2021?,"14,183",numeric
5379,What was the population size of Northern Territory's 15-19  age group in 2021?,"14,183",numeric
5380,What was the population census result for Northern Territory's 15-19  age cohort in 2021?,"14,183",numeric
5381,How many people in the age group 15-19  were accounted for in Northern Territory's 2021 census?,"14,183",numeric
5382,What was the population total for Northern Territory's 15-19  age demographic in 2021?,"14,183",numeric
5383,"In 2021, what was the population of Northern Territory of the age group 15-19  years?","14,183",numeric
5384,population of Northern Territory in 2021 between 15-19  age group,"14,183",numeric
5385,What was the population count of Australian Capital Territory's 15-19  age group in 2021?,"26,348",numeric
5386,How many individuals aged 15-19  were there in Australian Capital Territory in 2021?,"26,348",numeric
5387,What was Australian Capital Territory's population figure for the 15-19  age bracket in 2021?,"26,348",numeric
5388,"In 2021, what was the number of people aged 15-19  residing in Australian Capital Territory?","26,348",numeric
5389,What was the demographic size of Australian Capital Territory's 15-19  age category in 2021?,"26,348",numeric
5390,How many residents aged 15-19  were recorded in Australian Capital Territory in 2021?,"26,348",numeric
5391,What was the population tally for Australian Capital Territory's 15-19  age group in 2021?,"26,348",numeric
5392,How many individuals aged 15-19  were living in Australian Capital Territory in 2021?,"26,348",numeric
5393,What was the count of Australian Capital Territory's 15-19  age range population in 2021?,"26,348",numeric
5394,What was the population size of Australian Capital Territory's 15-19  age group in 2021?,"26,348",numeric
5395,What was the population census result for Australian Capital Territory's 15-19  age cohort in 2021?,"26,348",numeric
5396,How many people in the age group 15-19  were accounted for in Australian Capital Territory's 2021 census?,"26,348",numeric
5397,What was the population total for Australian Capital Territory's 15-19  age demographic in 2021?,"26,348",numeric
5398,"In 2021, what was the population of Australian Capital Territory of the age group 15-19  years?","26,348",numeric
5399,population of Australian Capital Territory in 2021 between 15-19  age group,"26,348",numeric
5400,What was the population count of Australia's 20-24  age group in 2021?,"1,579,539",numeric
5401,How many individuals aged 20-24  were there in Australia in 2021?,"1,579,539",numeric
5402,What was Australia's population figure for the 20-24  age bracket in 2021?,"1,579,539",numeric
5403,"In 2021, what was the number of people aged 20-24  residing in Australia?","1,579,539",numeric
5404,What was the demographic size of Australia's 20-24  age category in 2021?,"1,579,539",numeric
5405,How many residents aged 20-24  were recorded in Australia in 2021?,"1,579,539",numeric
5406,What was the population tally for Australia's 20-24  age group in 2021?,"1,579,539",numeric
5407,How many individuals aged 20-24  were living in Australia in 2021?,"1,579,539",numeric
5408,What was the count of Australia's 20-24  age range population in 2021?,"1,579,539",numeric
5409,What was the population size of Australia's 20-24  age group in 2021?,"1,579,539",numeric
5410,What was the population census result for Australia's 20-24  age cohort in 2021?,"1,579,539",numeric
5411,How many people in the age group 20-24  were accounted for in Australia's 2021 census?,"1,579,539",numeric
5412,What was the population total for Australia's 20-24  age demographic in 2021?,"1,579,539",numeric
5413,"In 2021, what was the population of Australia of the age group 20-24  years?","1,579,539",numeric
5414,population of Australia in 2021 between 20-24  age group,"1,579,539",numeric
5415,What was the population count of New South Wales's 20-24  age group in 2021?,"496,185",numeric
5416,How many individuals aged 20-24  were there in New South Wales in 2021?,"496,185",numeric
5417,What was New South Wales's population figure for the 20-24  age bracket in 2021?,"496,185",numeric
5418,"In 2021, what was the number of people aged 20-24  residing in New South Wales?","496,185",numeric
5419,What was the demographic size of New South Wales's 20-24  age category in 2021?,"496,185",numeric
5420,How many residents aged 20-24  were recorded in New South Wales in 2021?,"496,185",numeric
5421,What was the population tally for New South Wales's 20-24  age group in 2021?,"496,185",numeric
5422,How many individuals aged 20-24  were living in New South Wales in 2021?,"496,185",numeric
5423,What was the count of New South Wales's 20-24  age range population in 2021?,"496,185",numeric
5424,What was the population size of New South Wales's 20-24  age group in 2021?,"496,185",numeric
5425,What was the population census result for New South Wales's 20-24  age cohort in 2021?,"496,185",numeric
5426,How many people in the age group 20-24  were accounted for in New South Wales's 2021 census?,"496,185",numeric
5427,What was the population total for New South Wales's 20-24  age demographic in 2021?,"496,185",numeric
5428,"In 2021, what was the population of New South Wales of the age group 20-24  years?","496,185",numeric
5429,population of New South Wales in 2021 between 20-24  age group,"496,185",numeric
5430,What was the population count of Victoria's 20-24  age group in 2021?,"410,337",numeric
5431,How many individuals aged 20-24  were there in Victoria in 2021?,"410,337",numeric
5432,What was Victoria's population figure for the 20-24  age bracket in 2021?,"410,337",numeric
5433,"In 2021, what was the number of people aged 20-24  residing in Victoria?","410,337",numeric
5434,What was the demographic size of Victoria's 20-24  age category in 2021?,"410,337",numeric
5435,How many residents aged 20-24  were recorded in Victoria in 2021?,"410,337",numeric
5436,What was the population tally for Victoria's 20-24  age group in 2021?,"410,337",numeric
5437,How many individuals aged 20-24  were living in Victoria in 2021?,"410,337",numeric
5438,What was the count of Victoria's 20-24  age range population in 2021?,"410,337",numeric
5439,What was the population size of Victoria's 20-24  age group in 2021?,"410,337",numeric
5440,What was the population census result for Victoria's 20-24  age cohort in 2021?,"410,337",numeric
5441,How many people in the age group 20-24  were accounted for in Victoria's 2021 census?,"410,337",numeric
5442,What was the population total for Victoria's 20-24  age demographic in 2021?,"410,337",numeric
5443,"In 2021, what was the population of Victoria of the age group 20-24  years?","410,337",numeric
5444,population of Victoria in 2021 between 20-24  age group,"410,337",numeric
5445,What was the population count of Queensland's 20-24  age group in 2021?,"323,739",numeric
5446,How many individuals aged 20-24  were there in Queensland in 2021?,"323,739",numeric
5447,What was Queensland's population figure for the 20-24  age bracket in 2021?,"323,739",numeric
5448,"In 2021, what was the number of people aged 20-24  residing in Queensland?","323,739",numeric
5449,What was the demographic size of Queensland's 20-24  age category in 2021?,"323,739",numeric
5450,How many residents aged 20-24  were recorded in Queensland in 2021?,"323,739",numeric
5451,What was the population tally for Queensland's 20-24  age group in 2021?,"323,739",numeric
5452,How many individuals aged 20-24  were living in Queensland in 2021?,"323,739",numeric
5453,What was the count of Queensland's 20-24  age range population in 2021?,"323,739",numeric
5454,What was the population size of Queensland's 20-24  age group in 2021?,"323,739",numeric
5455,What was the population census result for Queensland's 20-24  age cohort in 2021?,"323,739",numeric
5456,How many people in the age group 20-24  were accounted for in Queensland's 2021 census?,"323,739",numeric
5457,What was the population total for Queensland's 20-24  age demographic in 2021?,"323,739",numeric
5458,"In 2021, what was the population of Queensland of the age group 20-24  years?","323,739",numeric
5459,population of Queensland in 2021 between 20-24  age group,"323,739",numeric
